generalizations	2202099
concept:haswikipediaurl	303608
concept:atdate	15175
concept:latitudelongitude	6332
concept:proxyfor	5362
concept:agentcreated	4668
concept:atlocation	4272
concept:subpartof	4073
concept:teamplaysagainstteam	3411
concept:mutualproxyfor	3320
concept:itemfoundinroom	2472
concept:professionistypeofprofession	2361
concept:locationlocatedwithinlocation	2273
concept:clothingtogowithclothing	2242
concept:subpartoforganization	2087
concept:bookwriter	2083
concept:furniturefoundinroom	2037
concept:athleteplayssport	2008
concept:agentcollaborateswithagent	1928
concept:chemicalistypeofchemical	1812
concept:agentcontrols	1745
concept:worksfor	1707
concept:organizationhiredperson	1617
concept:animalistypeofanimal	1582
concept:agentactsinlocation	1493
concept:hasofficeincity	1486
concept:animalpreyson	1429
concept:bodypartcontainsbodypart	1393
concept:teamplaysinleague	1386
concept:cityliesonriver	1369
concept:agentparticipatedinevent	1356
concept:agriculturalproductcookedwithagriculturalproduct	1302
concept:academicprogramatuniversity	1294
concept:athleteplaysforteam	1288
concept:athleteplaysinleague	1269
concept:companyeconomicsector	1226
concept:agentinvolvedwithitem	1197
concept:competeswith	1194
concept:journalistwritesforpublication	1185
concept:agentcompeteswithagent	1148
concept:agentcontributedtocreativework	1030
concept:televisionstationaffiliatedwith	1001
concept:weaponssuchasweapons	993
concept:personbelongstoorganization	969
concept:plantincludeplant	941
concept:politicianusendorsedbypoliticianus	913
concept:persondiedincountry	907
concept:drughassideeffect	886
concept:organizationheadquarteredincity	829
concept:touristattractionsuchastouristattraction	826
concept:athleteflyouttosportsteamposition	802
concept:countrylocatedingeopoliticallocation	794
concept:musicartistgenre	774
concept:personleadsorganization	771
concept:sportsgameteam	730
concept:agentbelongstoorganization	727
concept:musicianplaysinstrument	703
concept:organizationterminatedperson	694
concept:citylocatedinstate	690
concept:animaldevelopdisease	669
concept:athletehomestadium	667
concept:synonymfor	655
concept:animaleatfood	650
concept:personborninlocation	642
concept:hasspouse	638
concept:persongraduatedfromuniversity	621
concept:beveragemadefrombeverage	614
concept:statelocatedingeopoliticallocation	612
concept:bakedgoodservedwithbeverage	601
concept:personhasjobposition	595
concept:sportusesequipment	564
concept:visualartistartform	562
concept:drugworkedonbyagent	560
concept:personbornincity	554
concept:buildinglocatedincity	550
concept:citylocatedincountry	531
concept:politicianholdsoffice	529
concept:hotelincity	528
concept:musicianinmusicartist	527
concept:countryalsoknownas	501
concept:academicfieldsuchasacademicfield	497
concept:politicianrepresentslocation	482
concept:actorstarredinmovie	470
concept:persongraduatedschool	442
concept:animalsuchasinsect	433
concept:agriculturalproductincludingagriculturalproduct	429
concept:bankbankincountry	428
concept:bacteriaisthecausativeagentofphysiologicalcondition	427
concept:persondiedatage	416
concept:coachwontrophy	414
concept:conceptprerequisiteof	404
concept:organizationheadquarteredincountry	402
concept:producesproduct	400
concept:athleteledsportsteam	400
concept:topmemberoforganization	389
concept:stadiumlocatedincity	384
concept:attractionofcity	384
concept:headquarteredin	383
concept:animalthatfeedoninsect	383
concept:arthropodcalledarthropod	378
concept:hasofficeincountry	378
concept:teamplayssport	371
concept:languageofuniversity	369
concept:languageofcountry	367
concept:teamplaysincity	363
concept:airportincity	362
concept:weaponmadeincountry	361
concept:automakerproducesmodel	358
concept:personhascitizenship	358
concept:emotionassociatedwithdisease	352
concept:teamwontrophy	352
concept:fooddecreasestheriskofdisease	351
concept:acquired	348
concept:parentofperson	347
concept:arthropodandotherarthropod	343
concept:drugpossiblytreatsphysiologicalcondition	341
concept:organizationacronymhasname	341
concept:animalsuchasfish	339
concept:politicianusholdsoffice	330
concept:politicianusmemberofpoliticalgroup	321
concept:mammalsuchasmammal	320
concept:agriculturalproductcomingfromvertebrate	315
concept:riveremptiesintoriver	312
concept:leaguestadiums	311
concept:specializationof	301
concept:fishservedwithfood	289
concept:personhasresidenceingeopoliticallocation	288
concept:animalsuchasinvertebrate	287
concept:televisionstationincity	276
concept:directordirectedmovie	272
concept:ceoof	271
concept:istallerthan	260
concept:parkincity	259
concept:personchargedwithcrime	255
concept:sportfansincountry	250
concept:personalsoknownas	245
concept:arterycalledartery	242
concept:athleteinjuredhisbodypart	242
concept:sportschoolincountry	239
concept:agriculturalproductcutintogeometricshape	234
concept:animaleatvegetable	230
concept:personmovedtostateorprovince	230
concept:thinghascolor	230
concept:citylocatedingeopoliticallocation	229
concept:automobilemakerdealersincity	225
concept:radiostationincity	214
concept:sportsgamewinner	213
concept:invertebratefeedonfood	213
concept:thinghasshape	209
concept:professionusestool	208
concept:agriculturalproductcontainchemical	206
concept:organizationdissolvedatdate	205
concept:haswife	203
concept:hobbiessuchashobbies	202
concept:buildingfeaturemadefrombuildingmaterial	200
concept:athleteplayssportsteamposition	194
concept:foodcancausedisease	192
concept:organizationalsoknownas	184
concept:sportusesstadium	183
concept:agriculturalproducttoattractinsect	171
concept:citycapitalofcountry	170
concept:sporthassportsteamposition	167
concept:teamalsoknownas	166
concept:statelocatedincountry	160
concept:stateorprovinceisborderedbystateorprovince	159
concept:musicgenressuchasmusicgenres	158
concept:objectpartofobject	155
concept:organizationheadquarteredinstateorprovince	148
concept:fatherofperson	147
concept:agriculturalproductcamefromcountry	147
concept:newspaperincity	144
concept:lakeinstate	144
concept:objectfoundinscene	143
concept:teamhomestadium	143
concept:agriculturalproductgrowninlandscapefeatures	140
concept:companyalsoknownas	137
concept:countrycurrency	134
concept:coachesteam	133
concept:academicfieldconcernssubject	132
concept:cityalsoknownas	129
concept:ismultipleof	128
concept:athletebeatathlete	127
concept:athletewinsawardtrophytournament	125
concept:hashusband	124
concept:personleadsgeopoliticalorganization	123
concept:statehascapital	118
concept:mountaininstate	116
concept:bankboughtbank	113
concept:automobilemakerdealersincountry	111
concept:plantrepresentemotion	111
concept:transportationincity	109
concept:awardtrophytournamentisthechampionshipgameofthenationalsport	105
concept:coachesinleague	103
concept:sportsgamesport	94
concept:hassibling	92
concept:motherofperson	92
concept:clothingmadefromplant	92
concept:museumincity	91
concept:plantgrowinginplant	90
concept:beveragecontainsprotein	86
concept:automobilemakercardealersinstateorprovince	85
concept:agriculturalproductgrowinginstateorprovince	84
concept:jobpositionusesacademicfield	83
concept:hasfamilymember	82
concept:languageschoolincity	81
concept:animalssuchasmammals	81
concept:wineryproduceswine	81
concept:hospitalincity	78
concept:personhasresidenceincity	72
concept:personattendsschool	70
concept:collidedwith	66
concept:vegetableproductioninstateorprovince	65
concept:hasbrother	63
